,Location,Range,Row,variable,value
611,Location 3,2,2,P,-1058.129836835011
612,Location 3,3,2,P,-282.0882093562415
613,Location 3,4,2,P,702.8834782852583
614,Location 3,5,2,P,2064.8890963843055
615,Location 3,6,2,P,1836.1683010548588
616,Location 3,7,2,P,-1401.4104138383807
617,Location 3,8,2,P,814.5333997843613
618,Location 3,9,2,P,-1326.7950489342459
619,Location 3,10,2,P,144.87622204823623
620,Location 3,1,3,P,1003.4273206573239
621,Location 3,2,3,P,539.2745131201061
622,Location 3,3,3,P,-798.1799216159977
623,Location 3,4,3,P,485.7698109875037
624,Location 3,5,3,P,581.8943692865898
625,Location 3,6,3,P,-486.0328560234755
626,Location 3,7,3,P,-2094.5954277605906
627,Location 3,8,3,P,543.5695244045412
628,Location 3,9,3,P,-1676.5905446859626
629,Location 3,10,3,P,-935.864090387714
630,Location 3,1,4,P,1753.6893753230097
631,Location 3,2,4,P,718.4970040787884
632,Location 3,3,4,P,-348.9893049210636
633,Location 3,4,4,P,-554.870318819041
634,Location 3,5,4,P,-2408.4723138838876
635,Location 3,6,4,P,-940.4170866614226
636,Location 3,7,4,P,-520.4782457239207
637,Location 3,8,4,P,-2455.960290690598
638,Location 3,9,4,P,769.2416432551556
639,Location 3,10,4,P,947.304062003086
640,Location 3,1,5,P,1362.2102470968828
641,Location 3,2,5,P,-342.37843019298515
642,Location 3,3,5,P,-853.1268694339083
643,Location 3,4,5,P,74.0128332521086
644,Location 3,5,5,P,-887.9020236467975
645,Location 3,6,5,P,1068.846988872877
646,Location 3,7,5,P,555.0989417363094
647,Location 3,8,5,P,698.8506169906859
648,Location 3,9,5,P,208.60158157590712
649,Location 3,10,5,P,-522.2275565189445
650,Location 4,1,1,P,-618.4632200082824
651,Location 4,2,1,P,-161.6181301093418
652,Location 4,3,1,P,828.876695154061
653,Location 4,4,1,P,-136.1034662986981
654,Location 4,5,1,P,-543.1403435384974
655,Location 4,6,1,P,2241.62446290609
656,Location 4,7,1,P,-57.24365362130936
657,Location 4,8,1,P,-549.1670879445163
658,Location 4,9,1,P,441.49549722439355
659,Location 4,10,1,P,-213.4447674268414
660,Location 4,1,2,P,1613.9227775056427
661,Location 4,2,2,P,829.8505229035858
662,Location 4,3,2,P,575.0050969303533
663,Location 4,4,2,P,-415.23384600382553
664,Location 4,5,2,P,1957.528055225562
665,Location 4,6,2,P,-2156.2803850831683
666,Location 4,7,2,P,-1073.5033602660626
667,Location 4,8,2,P,942.8849043093729
668,Location 4,9,2,P,-995.0989461169825
669,Location 4,10,2,P,-651.4516476193874
670,Location 4,1,3,P,1469.6995120010033
671,Location 4,2,3,P,-1682.072766529861
672,Location 4,3,3,P,1659.048109986672
673,Location 4,4,3,P,-589.8392215991183
674,Location 4,5,3,P,1836.9953719570212
675,Location 4,6,3,P,-71.1701952125639
676,Location 4,7,3,P,992.7168208595909
677,Location 4,8,3,P,1119.1976104861144
678,Location 4,9,3,P,-1669.3902639632233
679,Location 4,10,3,P,231.28625235227253
680,Location 4,1,4,P,-1999.5823441873963
681,Location 4,2,4,P,-1083.0176806513768
682,Location 4,3,4,P,426.1553112846355
683,Location 4,4,4,P,400.26265813749666
684,Location 4,5,4,P,-566.7322318622232
685,Location 4,6,4,P,839.8357576120355
686,Location 4,7,4,P,104.50669220894723
687,Location 4,8,4,P,-847.9746933751007
688,Location 4,9,4,P,218.2432647736822
689,Location 4,10,4,P,140.03553508726088
690,Location 4,1,5,P,-1574.3054395730449
691,Location 4,2,5,P,38.27237959749567
692,Location 4,3,5,P,-1060.7646974338056
693,Location 4,4,5,P,2660.6571698480184
694,Location 4,5,5,P,199.31495964264002
695,Location 4,6,5,P,-474.7636156487162
696,Location 4,7,5,P,-988.4763206338741
697,Location 4,8,5,P,880.4396594537925
698,Location 4,9,5,P,-1332.986955523789
699,Location 4,10,5,P,205.97817586862533
700,Location 5,1,1,P,2362.7770312977195
701,Location 5,2,1,P,435.10873227809356
702,Location 5,3,1,P,1336.9039538747154
703,Location 5,4,1,P,981.6235540246304
704,Location 5,5,1,P,487.7335249770441
705,Location 5,6,1,P,115.80277914223618
706,Location 5,7,1,P,-818.9545519364619
707,Location 5,8,1,P,-2072.583932388045
708,Location 5,9,1,P,-218.10465994461003
709,Location 5,10,1,P,-433.48466432706687
710,Location 5,1,2,P,-523.4125813304155
711,Location 5,2,2,P,1278.4926018159506
712,Location 5,3,2,P,484.4943502262374
713,Location 5,4,2,P,-1581.0280802065486
714,Location 5,5,2,P,1414.2003107486578
715,Location 5,6,2,P,-741.4460879000596
716,Location 5,7,2,P,1654.3995975934627
717,Location 5,8,2,P,1402.5439379627344
718,Location 5,9,2,P,359.6738191343563
719,Location 5,10,2,P,1498.2895022345508
720,Location 5,1,3,P,2382.318372252363
721,Location 5,2,3,P,441.19268769138046
722,Location 5,3,3,P,-454.35212716026837
723,Location 5,4,3,P,-577.0193269043076
724,Location 5,5,3,P,260.4569974967484
725,Location 5,6,3,P,-631.5327964586842
726,Location 5,7,3,P,-1909.6755991793002
727,Location 5,8,3,P,-943.6350953488677
728,Location 5,9,3,P,-1318.3215502632713
729,Location 5,10,3,P,479.4319628011102
730,Location 5,1,4,P,894.4428030477654
731,Location 5,2,4,P,-906.5303764049195
732,Location 5,3,4,P,569.9769735631372
733,Location 5,4,4,P,552.5058004907834
734,Location 5,5,4,P,-1237.5082583912597
735,Location 5,6,4,P,911.1987386918188
736,Location 5,7,4,P,246.8759947440215
737,Location 5,8,4,P,1077.7816449715503
738,Location 5,9,4,P,-2038.7939006130446
739,Location 5,10,4,P,-1222.2933117591842
740,Location 5,1,5,P,702.9357650583545
741,Location 5,2,5,P,-800.1749565147585
742,Location 5,3,5,P,191.06179018387803
743,Location 5,4,5,P,1489.7392038063813
744,Location 5,5,5,P,-1438.1525314352264
745,Location 5,6,5,P,-108.21670830866579
746,Location 5,7,5,P,1746.4024555990372
747,Location 5,8,5,P,566.1483318638933
748,Location 5,9,5,P,-701.0244875786594
749,Location 5,10,5,P,1194.9338250205988
750,Location 1,1,1,Ca,-14849775.293127866
751,Location 1,2,1,Ca,4373133.123333933
752,Location 1,3,1,Ca,-8650227.61335842
753,Location 1,4,1,Ca,-1219860.0624464657
754,Location 1,5,1,Ca,87531.07812873795
755,Location 1,6,1,Ca,2496787.1181176915
756,Location 1,7,1,Ca,-589098.6000909378
757,Location 1,8,1,Ca,-8480876.831621708
758,Location 1,9,1,Ca,347917.18783196947
759,Location 1,10,1,Ca,733822.8596493294
760,Location 1,1,2,Ca,2466224.2158992407
761,Location 1,2,2,Ca,-10648.626048585984
762,Location 1,3,2,Ca,2009379.3331488986
763,Location 1,4,2,Ca,3768451.4074141425
764,Location 1,5,2,Ca,-4316880.277636872
765,Location 1,6,2,Ca,2202830.2168554803
766,Location 1,7,2,Ca,4619294.789017505
767,Location 1,8,2,Ca,-4475138.558654076
768,Location 1,9,2,Ca,-69489.29938095255
769,Location 1,10,2,Ca,1281695.0591830409
770,Location 1,1,3,Ca,2692599.892054752
771,Location 1,2,3,Ca,3652755.867738736
772,Location 1,3,3,Ca,-8195907.791601329
773,Location 1,4,3,Ca,3328192.609701651
774,Location 1,5,3,Ca,-7343868.28022489
775,Location 1,6,3,Ca,669192.8743632002
776,Location 1,7,3,Ca,4759428.336080513
777,Location 1,8,3,Ca,10673902.745868498
778,Location 1,9,3,Ca,-667445.6792831788
779,Location 1,10,3,Ca,-8500730.542790445
780,Location 1,1,4,Ca,8093325.709873802
781,Location 1,2,4,Ca,2534558.544996088
782,Location 1,3,4,Ca,3203708.2441758513
783,Location 1,4,4,Ca,-580406.4813504012
784,Location 1,5,4,Ca,-267600.5374183373
785,Location 1,6,4,Ca,-7148900.190680693
786,Location 1,7,4,Ca,5415221.212820939
787,Location 1,8,4,Ca,1159750.7206129842
788,Location 1,9,4,Ca,11848461.073692774
789,Location 1,10,4,Ca,7520976.4927093685
790,Location 1,1,5,Ca,-4086017.8331539053
791,Location 1,2,5,Ca,-4144274.576735646
792,Location 1,3,5,Ca,-3018305.72067135
793,Location 1,4,5,Ca,5414212.802019741
794,Location 1,5,5,Ca,2400127.642126878
795,Location 1,6,5,Ca,1270976.1138182806
796,Location 1,7,5,Ca,3020338.793007424
797,Location 1,8,5,Ca,-7251189.090781457
798,Location 1,9,5,Ca,3379473.671900308
799,Location 1,10,5,Ca,-160233.4170214052
800,Location 2,1,1,Ca,-5875818.312207381
801,Location 2,2,1,Ca,-2299226.056390236
802,Location 2,3,1,Ca,-345728.50975372194
803,Location 2,4,1,Ca,-6444331.308596869
804,Location 2,5,1,Ca,-4862672.469483234
805,Location 2,6,1,Ca,-16721737.055729795
806,Location 2,7,1,Ca,-5749055.762027092
807,Location 2,8,1,Ca,-1341581.824107298
808,Location 2,9,1,Ca,5046896.773297064
809,Location 2,10,1,Ca,7455190.281660021
810,Location 2,1,2,Ca,-960483.0202862754
811,Location 2,2,2,Ca,2364341.8386594676
812,Location 2,3,2,Ca,3454508.6217115396
813,Location 2,4,2,Ca,-10053748.523525648
814,Location 2,5,2,Ca,1717940.6093474366
815,Location 2,6,2,Ca,2199403.931909426
816,Location 2,7,2,Ca,-2659818.7721205545
817,Location 2,8,2,Ca,-587111.7168592534
818,Location 2,9,2,Ca,-3992357.8988323477
819,Location 2,10,2,Ca,4988532.1148601305
820,Location 2,1,3,Ca,8421736.659729501
821,Location 2,2,3,Ca,97475.58656174634
822,Location 2,3,3,Ca,-1026327.7059859341
823,Location 2,4,3,Ca,4215360.227921376
824,Location 2,5,3,Ca,-4109185.0105145085
825,Location 2,6,3,Ca,2040843.2499527733
826,Location 2,7,3,Ca,7491641.967782952
827,Location 2,8,3,Ca,-4808180.101708464
828,Location 2,9,3,Ca,1028978.1420525758
829,Location 2,10,3,Ca,16461734.297724951
830,Location 2,1,4,Ca,7154661.2772611
831,Location 2,2,4,Ca,-9545535.692715734
832,Location 2,3,4,Ca,6543170.724136844
833,Location 2,4,4,Ca,-10728069.01583356
834,Location 2,5,4,Ca,-15714813.353616487
835,Location 2,6,4,Ca,-4667123.219067274
836,Location 2,7,4,Ca,468891.68504033925
837,Location 2,8,4,Ca,2584834.9035686655
838,Location 2,9,4,Ca,-8004141.335117808
839,Location 2,10,4,Ca,6421989.226242779
840,Location 2,1,5,Ca,189912.03315166957
841,Location 2,2,5,Ca,4174215.7347231526
842,Location 2,3,5,Ca,3767577.8994050673
843,Location 2,4,5,Ca,-2781020.693073305
844,Location 2,5,5,Ca,6076482.665573232
845,Location 2,6,5,Ca,-6134735.228522513
846,Location 2,7,5,Ca,1413870.9620062176
847,Location 2,8,5,Ca,11064912.225548755
848,Location 2,9,5,Ca,-4205495.912456114
849,Location 2,10,5,Ca,-577557.339522181
850,Location 3,1,1,Ca,2008752.7584535328
851,Location 3,2,1,Ca,1497331.6161339728
852,Location 3,3,1,Ca,-5451765.141980763
853,Location 3,4,1,Ca,3389679.6563500124
854,Location 3,5,1,Ca,4742748.829451983
855,Location 3,6,1,Ca,13534790.731723322
856,Location 3,7,1,Ca,-2442011.433594149
857,Location 3,8,1,Ca,-163590.2701935487
858,Location 3,9,1,Ca,9379531.088420399
859,Location 3,10,1,Ca,240678.7518310439
860,Location 3,1,2,Ca,-550563.0013844835
861,Location 3,2,2,Ca,511992.7566286613
862,Location 3,3,2,Ca,-3140807.3648289456
863,Location 3,4,2,Ca,-4623401.456166184
864,Location 3,5,2,Ca,4123108.3859823504
865,Location 3,6,2,Ca,-574607.509914837
866,Location 3,7,2,Ca,-1048378.0024929106
867,Location 3,8,2,Ca,5133295.329385049
868,Location 3,9,2,Ca,7527055.071387902
869,Location 3,10,2,Ca,-4615601.105329985
870,Location 3,1,3,Ca,-2622347.0181511245
871,Location 3,2,3,Ca,-3752066.8736544843
872,Location 3,3,3,Ca,-1721793.1299746523
873,Location 3,4,3,Ca,3539971.077281768
874,Location 3,5,3,Ca,6731186.995655878
875,Location 3,6,3,Ca,-15890389.615916943
876,Location 3,7,3,Ca,2608570.4692732086
877,Location 3,8,3,Ca,5140891.831260534
878,Location 3,9,3,Ca,1924705.2573634097
879,Location 3,10,3,Ca,8213548.003910775
880,Location 3,1,4,Ca,-13484718.45965623
881,Location 3,2,4,Ca,-2171144.0085115647
882,Location 3,3,4,Ca,-537659.0794344037
883,Location 3,4,4,Ca,1713171.2049198728
884,Location 3,5,4,Ca,6726578.022168704
885,Location 3,6,4,Ca,1162887.3151337877
886,Location 3,7,4,Ca,-6595069.879610323
887,Location 3,8,4,Ca,-3078454.64594532
888,Location 3,9,4,Ca,15914345.24643958
889,Location 3,10,4,Ca,551402.0747892848
890,Location 3,1,5,Ca,-8005632.350983771
891,Location 3,2,5,Ca,12437409.115349239
892,Location 3,3,5,Ca,2924380.7918080017
893,Location 3,4,5,Ca,136005.84550122207
894,Location 3,5,5,Ca,-6982022.462386776
895,Location 3,6,5,Ca,-1679499.8611206252
896,Location 3,7,5,Ca,4738464.5442849845
897,Location 3,8,5,Ca,2520425.3229443613
898,Location 3,9,5,Ca,-5857176.002678675
899,Location 3,10,5,Ca,-1067227.2082269005
900,Location 4,1,1,Ca,-4826890.854512802
901,Location 4,2,1,Ca,9581540.998452926
902,Location 4,3,1,Ca,1610009.5161186075
903,Location 4,4,1,Ca,-382881.1325033125
904,Location 4,5,1,Ca,1946720.0030958543
905,Location 4,6,1,Ca,-3203337.715135276
906,Location 4,7,1,Ca,855825.1611163373
907,Location 4,8,1,Ca,4052114.2683562394
908,Location 4,9,1,Ca,-11841963.005527958
909,Location 4,10,1,Ca,-1546317.149167446
910,Location 4,1,2,Ca,7811698.4675392555
911,Location 4,2,2,Ca,430331.9785456993
912,Location 4,3,2,Ca,8873336.943034694
913,Location 4,4,2,Ca,-8562807.936327565
914,Location 4,5,2,Ca,-1942507.3328548563
915,Location 4,6,2,Ca,-8321234.748221516
916,Location 4,7,2,Ca,5704067.358467869
917,Location 4,8,2,Ca,2373018.4231142504
918,Location 4,9,2,Ca,-4017486.6056029815
919,Location 4,10,2,Ca,6496132.274353267
920,Location 4,1,3,Ca,-8519302.809092747
921,Location 4,2,3,Ca,-4666340.005720498
922,Location 4,3,3,Ca,-2367531.5965807866
923,Location 4,4,3,Ca,2400784.3692933605
924,Location 4,5,3,Ca,-4474610.146475563
925,Location 4,6,3,Ca,-665994.6588481232
926,Location 4,7,3,Ca,6285573.130247638
927,Location 4,8,3,Ca,3350890.3266084264
928,Location 4,9,3,Ca,-518196.80555236706
929,Location 4,10,3,Ca,99860.31885255105
930,Location 4,1,4,Ca,6236556.733021328
931,Location 4,2,4,Ca,-119435.78591449189
932,Location 4,3,4,Ca,2919367.7201291895
933,Location 4,4,4,Ca,-4754061.449633302
934,Location 4,5,4,Ca,-1296339.3312227067
935,Location 4,6,4,Ca,7610568.200514101
936,Location 4,7,4,Ca,12584187.203104915
937,Location 4,8,4,Ca,4217227.967130188
938,Location 4,9,4,Ca,4872899.297133741
939,Location 4,10,4,Ca,-610734.3526010658
940,Location 4,1,5,Ca,14641171.791314246
941,Location 4,2,5,Ca,-4771462.610683748
942,Location 4,3,5,Ca,4109762.1187903453
943,Location 4,4,5,Ca,-8716590.75284883
944,Location 4,5,5,Ca,-729183.0842201182
945,Location 4,6,5,Ca,7466588.652224613
946,Location 4,7,5,Ca,10169560.64598718
947,Location 4,8,5,Ca,3046104.0913901753
948,Location 4,9,5,Ca,-4700012.492626683
949,Location 4,10,5,Ca,-4589146.658994575
950,Location 5,1,1,Ca,-5675089.188876101
951,Location 5,2,1,Ca,-3553416.3275357992
952,Location 5,3,1,Ca,4812546.28529922
953,Location 5,4,1,Ca,3887880.91566303
954,Location 5,5,1,Ca,-7126131.868626063
955,Location 5,6,1,Ca,9369964.098844118
956,Location 5,7,1,Ca,-6526849.507544158
957,Location 5,8,1,Ca,-7178233.869188582
958,Location 5,9,1,Ca,4600346.551773895
959,Location 5,10,1,Ca,-1841525.0192182988
960,Location 5,1,2,Ca,5152015.86149801
961,Location 5,2,2,Ca,8401055.966373399
962,Location 5,3,2,Ca,6355153.983436001
963,Location 5,4,2,Ca,-854699.5118184201
964,Location 5,5,2,Ca,-547337.3941210788
965,Location 5,6,2,Ca,-6962490.070110539
966,Location 5,7,2,Ca,-830977.4057462248
967,Location 5,8,2,Ca,7405411.70056398
968,Location 5,9,2,Ca,9187188.886339242
969,Location 5,10,2,Ca,-6626296.687285457
970,Location 5,1,3,Ca,11264334.137033133
971,Location 5,2,3,Ca,80268.32295505819
972,Location 5,3,3,Ca,2622914.6424665344
973,Location 5,4,3,Ca,-3071306.74758622
974,Location 5,5,3,Ca,4594095.815083849
975,Location 5,6,3,Ca,-5819154.905074826
976,Location 5,7,3,Ca,-5041571.767358819
977,Location 5,8,3,Ca,-4252155.034528422
978,Location 5,9,3,Ca,1877350.0091701625
979,Location 5,10,3,Ca,-4092326.613378964
980,Location 5,1,4,Ca,-149007.6718272605
981,Location 5,2,4,Ca,17504261.603388187
982,Location 5,3,4,Ca,-644173.8281027783
983,Location 5,4,4,Ca,5833987.95692333
984,Location 5,5,4,Ca,2520384.220013605
985,Location 5,6,4,Ca,-2260074.4529564283
986,Location 5,7,4,Ca,1918111.2265105133
987,Location 5,8,4,Ca,12876596.961936861
988,Location 5,9,4,Ca,887990.3332679658
989,Location 5,10,4,Ca,1437138.0390394244
990,Location 5,1,5,Ca,1891945.4294016527
991,Location 5,2,5,Ca,-10440756.241588501
992,Location 5,3,5,Ca,7248054.579073881
993,Location 5,4,5,Ca,-1145621.9936658104
994,Location 5,5,5,Ca,-2379358.743425041
995,Location 5,6,5,Ca,-7073272.200608515
996,Location 5,7,5,Ca,-2390159.6725961254
997,Location 5,8,5,Ca,6042247.58525684
998,Location 5,9,5,Ca,-6683218.224553772
999,Location 5,10,5,Ca,-4922330.148786162
1000,Location 1,1,1,K,42790.89275289136
1001,Location 1,2,1,K,33648.98628921409
1002,Location 1,3,1,K,25954.457647799743
1003,Location 1,4,1,K,12693.8698997144
1004,Location 1,5,1,K,-30487.40384278879
1005,Location 1,6,1,K,20592.760924327773
1006,Location 1,7,1,K,-1536.0236783600767
1007,Location 1,8,1,K,-14346.366601831443
1008,Location 1,9,1,K,-2778.8087038845356
1009,Location 1,10,1,K,8280.960876994592
1010,Location 1,1,2,K,20248.300215542145
1011,Location 1,2,2,K,-13184.577403766578
1012,Location 1,3,2,K,1396.023253648158
1013,Location 1,4,2,K,-8009.855224402419
1014,Location 1,5,2,K,-19784.701057533795
1015,Location 1,6,2,K,3450.601338200932
1016,Location 1,7,2,K,10109.463938460985
1017,Location 1,8,2,K,-11437.94580097201
1018,Location 1,9,2,K,-6885.430461969843
1019,Location 1,10,2,K,10922.165944295357
1020,Location 1,1,3,K,-8113.936392731493
1021,Location 1,2,3,K,17790.16109886969
1022,Location 1,3,3,K,-11353.13243323958
1023,Location 1,4,3,K,15261.416212748018
1024,Location 1,5,3,K,-3681.899383367566
1025,Location 1,6,3,K,-10306.325834419844
1026,Location 1,7,3,K,4606.158255006631
1027,Location 1,8,3,K,-12277.807438802593
1028,Location 1,9,3,K,-315.76696257373226
1029,Location 1,10,3,K,13101.839842967956
1030,Location 1,1,4,K,24560.032786092077
1031,Location 1,2,4,K,6207.817565381365
1032,Location 1,3,4,K,-16465.689190957633
1033,Location 1,4,4,K,-45814.807351720614
1034,Location 1,5,4,K,10374.98846054754
1035,Location 1,6,4,K,7036.2385488216
1036,Location 1,7,4,K,-2185.151951446185
1037,Location 1,8,4,K,-2954.1284730545594
1038,Location 1,9,4,K,-20008.190449262223
1039,Location 1,10,4,K,22505.867524288788
1040,Location 1,1,5,K,3285.600121693061
1041,Location 1,2,5,K,6816.095978038281
1042,Location 1,3,5,K,14386.048701179998
1043,Location 1,4,5,K,-13469.392399807683
1044,Location 1,5,5,K,-24316.46784564381
1045,Location 1,6,5,K,-7401.731733007569
1046,Location 1,7,5,K,146.96336724670448
1047,Location 1,8,5,K,-4554.209270783682
1048,Location 1,9,5,K,-14604.505547489409
1049,Location 1,10,5,K,-27669.271366767905
1050,Location 2,1,1,K,-10575.371122743401
1051,Location 2,2,1,K,-9947.063283193598
1052,Location 2,3,1,K,16708.937566675493
1053,Location 2,4,1,K,12737.521791277708
1054,Location 2,5,1,K,17615.600255249374
1055,Location 2,6,1,K,-10649.520445964556
1056,Location 2,7,1,K,10835.713929696922
1057,Location 2,8,1,K,5675.003066170487
1058,Location 2,9,1,K,16259.158921745058
1059,Location 2,10,1,K,27562.792395659224
1060,Location 2,1,2,K,-1997.0910694757954
1061,Location 2,2,2,K,-16571.242581256614
1062,Location 2,3,2,K,176.26367687297594
1063,Location 2,4,2,K,-12047.102195218455
1064,Location 2,5,2,K,10406.543332002786
1065,Location 2,6,2,K,5954.425477532636
1066,Location 2,7,2,K,6484.571387328218
1067,Location 2,8,2,K,3649.779875762843
1068,Location 2,9,2,K,-2994.277447395182
1069,Location 2,10,2,K,-9183.484840298905
1070,Location 2,1,3,K,21900.50845546182
1071,Location 2,2,3,K,-711.0735438087304
1072,Location 2,3,3,K,-13963.637295002545
1073,Location 2,4,3,K,4676.629398992539
1074,Location 2,5,3,K,1784.8256247109425
1075,Location 2,6,3,K,-20317.085538361865
1076,Location 2,7,3,K,8945.638822885314
1077,Location 2,8,3,K,1257.935603476019
1078,Location 2,9,3,K,-415.3642848368328
1079,Location 2,10,3,K,-653.9450619767164
1080,Location 2,1,4,K,-16007.370594153812
1081,Location 2,2,4,K,22175.76724517852
1082,Location 2,3,4,K,-30758.502245293046
1083,Location 2,4,4,K,-19652.040793275257
1084,Location 2,5,4,K,11691.923191101738
1085,Location 2,6,4,K,-5375.213581002169
1086,Location 2,7,4,K,-12789.612276782835
1087,Location 2,8,4,K,9848.033115740842
1088,Location 2,9,4,K,12005.794006674723
1089,Location 2,10,4,K,12283.22706674741
1090,Location 2,1,5,K,-8927.511961001968
1091,Location 2,2,5,K,3303.726853194573
1092,Location 2,3,5,K,-15681.391840934826
1093,Location 2,4,5,K,-12008.475548659973
1094,Location 2,5,5,K,12344.43745028293
1095,Location 2,6,5,K,-11491.309089853417
1096,Location 2,7,5,K,41193.5757335227
1097,Location 2,8,5,K,-6214.577293054919
1098,Location 2,9,5,K,-21577.71219299267
1099,Location 2,10,5,K,-11410.992072149627
1100,Location 3,1,1,K,-625.3326878606765
1101,Location 3,2,1,K,-12684.317932819746
1102,Location 3,3,1,K,-24541.52104064208
1103,Location 3,4,1,K,11804.5515062197
1104,Location 3,5,1,K,-14031.177180955572
